val/loss,val/acc,val/auroc,epoch,step,train/loss,train/acc,train/auroc
0.6039215922355652,0.6432192921638489,0.7772156000137329,0,437,,,
,,,0,437,0.6223855018615723,0.6826159358024597,0.7452678680419922
0.5949198603630066,0.6994215250015259,0.8156101107597351,1,875,,,
,,,1,875,0.5575034618377686,0.7261966466903687,0.7935575246810913
0.5140995383262634,0.7469828128814697,0.8196823596954346,2,1313,,,
,,,2,1313,0.5267815589904785,0.7482994198799133,0.8189583420753479
0.5098052620887756,0.7327715754508972,0.8463764786720276,3,1751,,,
,,,3,1751,0.49737489223480225,0.7641891837120056,0.838341474533081
0.5154219269752502,0.7511961460113525,0.8516261577606201,4,2189,,,
,,,4,2189,0.4835242033004761,0.772437572479248,0.8488113880157471
0.48720911145210266,0.7643362283706665,0.8522286415100098,5,2627,,,
,,,5,2627,0.46528807282447815,0.7834532260894775,0.8604291677474976
0.48979267477989197,0.7569806575775146,0.8621436357498169,6,3065,,,
,,,6,3065,0.451335072517395,0.7912731170654297,0.8694251775741577
0.4738440215587616,0.7998999953269958,0.8637747764587402,7,3503,,,
,,,7,3503,0.4373442232608795,0.7985752820968628,0.8768755197525024
0.5536126494407654,0.7575519680976868,0.8643773794174194,8,3941,,,
,,,8,3941,0.40962016582489014,0.8150720596313477,0.8928308486938477
0.3668328523635864,0.8394629955291748,0.8865593075752258,9,4379,,,
,,,9,4379,0.4036271274089813,0.8194104433059692,0.896359920501709
0.4449271857738495,0.8020424246788025,0.8993544578552246,10,4817,,,
,,,10,4817,0.36710628867149353,0.8403706550598145,0.91462242603302
0.4566381275653839,0.7873312830924988,0.8989530205726624,11,5255,,,
,,,11,5255,0.3507072925567627,0.8461552262306213,0.9222438335418701
0.41868239641189575,0.8115403652191162,0.9026249051094055,12,5693,,,
,,,12,5693,0.3407508432865143,0.8531538248062134,0.9265173673629761
0.408025324344635,0.8136827945709229,0.9091039896011353,13,6131,,,
,,,13,6131,0.333423912525177,0.8552248477935791,0.9297728538513184
0.48894500732421875,0.8006855845451355,0.8975005149841309,14,6569,,,
,,,14,6569,0.3196156620979309,0.8625270128250122,0.9355447292327881
0.3763960897922516,0.8441762328147888,0.913650393486023,15,7007,,,
,,,15,7007,0.3097677528858185,0.8691149950027466,0.9395596981048584
0.38842833042144775,0.8297507762908936,0.9165024757385254,16,7445,,,
,,,16,7445,0.29568564891815186,0.8770419955253601,0.9448814988136292
0.5210806131362915,0.7789044976234436,0.9173322319984436,17,7883,,,
,,,17,7883,0.28917020559310913,0.8790416121482849,0.9468880295753479
0.36588358879089355,0.8438906073570251,0.9208042621612549,18,8321,,,
,,,18,8321,0.2762948274612427,0.8849332928657532,0.9515609741210938
0.44170087575912476,0.8199671506881714,0.9178845286369324,19,8759,,,
,,,19,8759,0.2698596119880676,0.8880041241645813,0.9538779854774475
0.3409056067466736,0.8594586849212646,0.9281709790229797,20,9197,,,
,,,20,9197,0.2525274157524109,0.8969845175743103,0.9590688943862915
0.35182666778564453,0.8598871827125549,0.9254356622695923,21,9635,,,
,,,21,9635,0.2349524050951004,0.9067504405975342,0.9645029902458191
0.36960384249687195,0.8535313606262207,0.9259650707244873,22,10073,,,
,,,22,10073,0.24472293257713318,0.9011086821556091,0.9617158770561218
0.34289276599884033,0.8678854703903198,0.9252464175224304,23,10511,,,
,,,23,10511,0.23483504354953766,0.9062148332595825,0.9646810293197632
0.30695268511772156,0.877026379108429,0.929161548614502,24,10949,,,
,,,24,10949,0.22316458821296692,0.9112852811813354,0.9678199291229248
0.32705533504486084,0.8747411370277405,0.9326374530792236,25,11387,,,
,,,25,11387,0.22264821827411652,0.9114280939102173,0.9679073691368103
0.2972036600112915,0.8798828721046448,0.9289534091949463,26,11825,,,
,,,26,11825,0.21440757811069489,0.9158201217651367,0.9702092409133911
0.31080707907676697,0.8791687488555908,0.9342635869979858,27,12263,,,
,,,27,12263,0.2096043825149536,0.9159450531005859,0.9716072082519531
0.37210699915885925,0.8573163151741028,0.9301084280014038,28,12701,,,
,,,28,12701,0.20272387564182281,0.9206762909889221,0.9731534123420715
0.3564791977405548,0.8644576072692871,0.9304559230804443,29,13139,,,
,,,29,13139,0.2028866559267044,0.9193729758262634,0.9731383323669434
0.37619248032569885,0.8626008629798889,0.931005597114563,30,13577,,,
,,,30,13577,0.18520474433898926,0.928442656993866,0.9773591756820679
0.32684940099716187,0.8792401552200317,0.9277822375297546,31,14015,,,
,,,31,14015,0.1837175041437149,0.9298352003097534,0.9776343107223511
0.29668128490448,0.8936656713485718,0.9352656602859497,32,14453,,,
,,,32,14453,0.17879976332187653,0.932102620601654,0.9786763191223145
0.30922967195510864,0.8910233378410339,0.9332098960876465,33,14891,,,
,,,33,14891,0.17497406899929047,0.933584451675415,0.9796144366264343
0.330649733543396,0.8787402510643005,0.9339767694473267,34,15329,,,
,,,34,15329,0.17309944331645966,0.9326739311218262,0.9800112247467041
0.3608136475086212,0.8662429451942444,0.9390490055084229,35,15767,,,
,,,35,15767,0.16614194214344025,0.9360661506652832,0.9815119504928589
0.3623727560043335,0.8729557991027832,0.9340746402740479,36,16205,,,
,,,36,16205,0.16547276079654694,0.935958981513977,0.9818375110626221
0.3468901216983795,0.8775976300239563,0.9354119896888733,37,16643,,,
,,,37,16643,0.16646772623062134,0.9351555705070496,0.9814549088478088
0.3195664584636688,0.8911661505699158,0.9399308562278748,38,17081,,,
,,,38,17081,0.15669602155685425,0.9398332238197327,0.983462393283844
0.29244402050971985,0.9005927443504333,0.9373345375061035,39,17519,,,
,,,39,17519,0.16046760976314545,0.9383156895637512,0.9827679395675659
0.3202591836452484,0.8905948996543884,0.9360315799713135,40,17957,,,
,,,40,17957,0.14365580677986145,0.9465997815132141,0.9857481718063354
0.2965289056301117,0.8948082327842712,0.9387866258621216,41,18395,,,
,,,41,18395,0.14624087512493134,0.9448322653770447,0.9853057861328125
0.31178367137908936,0.8949511051177979,0.9367423057556152,42,18833,,,
,,,42,18833,0.14075006544589996,0.9474567770957947,0.9864223599433899
0.30014267563819885,0.9021638035774231,0.9361995458602905,43,19271,,,
,,,43,19271,0.13784420490264893,0.9493314027786255,0.9869118928909302
