val/loss,val/acc,val/auroc,epoch,step,train/loss,train/acc,train/auroc
0.6947793960571289,0.5508784651756287,0.4838941693305969,0,85,,,
,,,0,85,0.716910183429718,0.49858149886131287,0.49939629435539246
0.7363601922988892,0.45204979181289673,0.5182211399078369,1,171,,,
,,,1,171,0.716422438621521,0.5061773657798767,0.5039973258972168
0.734417200088501,0.5226939916610718,0.5097380876541138,2,257,,,
,,,2,257,0.7165547013282776,0.500320315361023,0.4982032775878906
0.7197045087814331,0.5281844735145569,0.48893946409225464,3,343,,,
,,,3,343,0.7219896912574768,0.5018761157989502,0.4990217387676239
0.754534125328064,0.5076866745948792,0.4903954863548279,4,429,,,
,,,4,429,0.716646134853363,0.5008693933486938,0.5012009143829346
0.7323877215385437,0.5109809637069702,0.4878890812397003,5,515,,,
,,,5,515,0.7071816325187683,0.49675115942955017,0.4951505661010742
0.7140651941299438,0.5270863771438599,0.4863624572753906,6,601,,,
,,,6,601,0.7260534167289734,0.4932735562324524,0.4936846196651459
0.7169666290283203,0.4890190362930298,0.5133925676345825,7,687,,,
,,,7,687,0.7195742726325989,0.5063604116439819,0.5112171173095703
0.7429819107055664,0.4985358715057373,0.508884072303772,8,773,,,
,,,8,773,0.7127599716186523,0.5048961043357849,0.5073007345199585
0.6892008781433105,0.5292825698852539,0.5058709383010864,9,859,,,
,,,9,859,0.7066928744316101,0.499313622713089,0.5001695156097412
