val/loss,val/acc,val/auroc,epoch,step,train/loss,train/acc,train/auroc
0.6744644641876221,0.5732064247131348,0.6301587224006653,0,85,,,
,,,0,85,0.6837977766990662,0.5793905258178711,0.610840916633606
0.6642894744873047,0.5969985127449036,0.6277098655700684,1,171,,,
,,,1,171,0.6772470474243164,0.576645016670227,0.6117671728134155
0.6783987283706665,0.5911419987678528,0.6269468069076538,2,257,,,
,,,2,257,0.67481929063797,0.5770110487937927,0.6109192967414856
0.6725930571556091,0.5907759666442871,0.6253864169120789,3,343,,,
,,,3,343,0.6728965044021606,0.5832341909408569,0.6203932762145996
0.7237634658813477,0.5779648423194885,0.5868825912475586,4,429,,,
,,,4,429,0.6677883267402649,0.5828680992126465,0.6250026226043701
0.6743585467338562,0.5721083283424377,0.6264172196388245,5,515,,,
,,,5,515,0.6688288450241089,0.5848814845085144,0.6235761642456055
0.6606884598731995,0.6193264722824097,0.6273951530456543,6,601,,,
,,,6,601,0.6658722162246704,0.5898233652114868,0.6309345364570618
0.6670035123825073,0.6105417013168335,0.6210845708847046,7,687,,,
,,,7,687,0.6700835824012756,0.587260901927948,0.6270768642425537
0.6551969647407532,0.6229867935180664,0.6379936933517456,8,773,,,
,,,8,773,0.6643900275230408,0.5905554890632629,0.6343557834625244
0.6677669882774353,0.5889458060264587,0.6316820979118347,9,859,,,
,,,9,859,0.6674168109893799,0.5879015326499939,0.628341555595398
0.6590308547019958,0.6277452707290649,0.6355160474777222,10,945,,,
,,,10,945,0.6659625768661499,0.5961380004882812,0.6341241002082825
0.6687187552452087,0.6002928018569946,0.6228862404823303,11,1031,,,
,,,11,1031,0.6620765924453735,0.5879930257797241,0.6345207691192627
0.6763920187950134,0.5969985127449036,0.6259244680404663,12,1117,,,
,,,12,1117,0.6690394282341003,0.594673752784729,0.627871036529541
0.6582817435264587,0.6226207613945007,0.6362558007240295,13,1203,,,
,,,13,1203,0.6669882535934448,0.5874439477920532,0.6285178065299988
