val/loss,val/acc,val/auroc,epoch,step,train/loss,train/acc,train/auroc
0.5547997951507568,0.7011354565620422,0.6892077326774597,0,437,,,
,,,0,437,0.7725151777267456,0.6198246479034424,0.6639636754989624
0.6840484738349915,0.5276726484298706,0.6833456754684448,1,875,,,
,,,1,875,0.6372298002243042,0.6585670709609985,0.7121407985687256
0.5364595651626587,0.6910662055015564,0.753730833530426,2,1313,,,
,,,2,1313,0.6113981604576111,0.6769741773605347,0.7371455430984497
0.5242684483528137,0.7136328220367432,0.7237935662269592,3,1751,,,
,,,3,1751,0.5997778177261353,0.6885433197021484,0.7460267543792725
0.6111887097358704,0.6527886986732483,0.7680792808532715,4,2189,,,
,,,4,2189,0.5929402112960815,0.6911142468452454,0.7517858743667603
0.6300357580184937,0.6785688996315002,0.7633031606674194,5,2627,,,
,,,5,2627,0.5942150950431824,0.6910606622695923,0.750869631767273
0.6502958536148071,0.6750696301460266,0.7193524837493896,6,3065,,,
,,,6,3065,0.6090882420539856,0.6794915199279785,0.7354179620742798
0.6087605357170105,0.5956580638885498,0.7429608106613159,7,3503,,,
,,,7,3503,0.5971046686172485,0.6875970959663391,0.7471960783004761
0.5527439117431641,0.6933514475822449,0.7652724981307983,8,3941,,,
,,,8,3941,0.5996935367584229,0.6884005069732666,0.7461128234863281
0.4057188630104065,0.8180390000343323,0.7380734086036682,9,4379,,,
,,,9,4379,0.5941687822341919,0.688561201095581,0.7491813898086548
