val/loss,val/acc,val/auroc,epoch,step,train/loss,train/acc,train/auroc
0.6687803864479065,0.6109077334403992,0.6660328507423401,0,85,,,
,,,0,85,0.8568689227104187,0.5570604801177979,0.576686680316925
0.6458538174629211,0.6306735277175903,0.677418053150177,1,171,,,
,,,1,171,0.6700296401977539,0.6077606081962585,0.6537445783615112
0.677566647529602,0.6314055919647217,0.6661779880523682,2,257,,,
,,,2,257,0.6701127886772156,0.624142050743103,0.662020742893219
0.7101086974143982,0.6098096370697021,0.6576419472694397,3,343,,,
,,,3,343,0.6616765856742859,0.6224947571754456,0.669456958770752
0.6511151194572449,0.6017569303512573,0.6646326780319214,4,429,,,
,,,4,429,0.658577561378479,0.6292669773101807,0.6760141849517822
0.6678869128227234,0.6207906007766724,0.6954123377799988,5,515,,,
,,,5,515,0.6539225578308105,0.62542325258255,0.6787068843841553
0.7347060441970825,0.6343338489532471,0.6879738569259644,6,601,,,
,,,6,601,0.6712736487388611,0.6170952916145325,0.6711063981056213
0.648190438747406,0.6281113028526306,0.6810596585273743,7,687,,,
,,,7,687,0.6494107842445374,0.6394252777099609,0.6905742287635803
0.6717296838760376,0.6390922665596008,0.7025092244148254,8,773,,,
,,,8,773,0.6421294212341309,0.6453738212585449,0.7004787921905518
0.6841477751731873,0.601024866104126,0.6544215679168701,9,859,,,
,,,9,859,0.6488470435142517,0.633385181427002,0.68766850233078
0.6547396779060364,0.6420205235481262,0.7139523029327393,10,945,,,
,,,10,945,0.6418260335922241,0.6427198648452759,0.694310188293457
0.6457600593566895,0.6394582986831665,0.7044277191162109,11,1031,,,
,,,11,1031,0.6158506274223328,0.6485769152641296,0.7088892459869385
0.645659863948822,0.6346998810768127,0.7021613121032715,12,1117,,,
,,,12,1117,0.6116673946380615,0.6496751308441162,0.7143217921257019
0.614086925983429,0.6562957763671875,0.7123837471008301,13,1203,,,
,,,13,1203,0.6250738501548767,0.6505903005599976,0.7086172103881836
0.610356867313385,0.6398243308067322,0.7144275903701782,14,1289,,,
,,,14,1289,0.6092399954795837,0.6501327157020569,0.7165757417678833
0.6579276919364929,0.6540995836257935,0.7158595323562622,15,1375,,,
,,,15,1375,0.6065285205841064,0.6591928005218506,0.7212876081466675
0.6364532709121704,0.6522694230079651,0.7086827754974365,16,1461,,,
,,,16,1461,0.6188566088676453,0.6534273028373718,0.715375542640686
0.7451638579368591,0.6372621059417725,0.6984505653381348,17,1547,,,
,,,17,1547,0.6290817856788635,0.6505903005599976,0.7102453112602234
0.7144172191619873,0.6361640095710754,0.7012525796890259,18,1633,,,
,,,18,1633,0.616588294506073,0.6515054702758789,0.7135910391807556
0.6797258257865906,0.6383602023124695,0.7196786999702454,19,1719,,,
,,,19,1719,0.6007391810417175,0.6584606766700745,0.7242023944854736
0.6629453897476196,0.61676424741745,0.6870329976081848,20,1805,,,
,,,20,1805,0.593303382396698,0.6706323623657227,0.7361357808113098
0.6356987953186035,0.6482430696487427,0.7245067358016968,21,1891,,,
,,,21,1891,0.6104155778884888,0.6493090391159058,0.7177098989486694
0.6495245695114136,0.6387262344360352,0.7162774801254272,22,1977,,,
,,,22,1977,0.6043018102645874,0.6603825092315674,0.727997899055481
0.6117503046989441,0.6566618084907532,0.7222586870193481,23,2063,,,
,,,23,2063,0.5905759334564209,0.6639516949653625,0.73460453748703
0.6264674663543701,0.6522694230079651,0.7232393622398376,24,2149,,,
,,,24,2149,0.6021540760993958,0.6670632362365723,0.7311716079711914
0.6190329194068909,0.6573938727378845,0.7205320000648499,25,2235,,,
,,,25,2235,0.5925657749176025,0.6630365252494812,0.7355232238769531
0.5968241095542908,0.6445827484130859,0.7289034128189087,26,2321,,,
,,,26,2321,0.592010498046875,0.6675208210945129,0.7363285422325134
0.6928062438964844,0.6519033908843994,0.7197722792625427,27,2407,,,
,,,27,2407,0.6020471453666687,0.6589182615280151,0.7249976396560669
0.6117241978645325,0.6193264722824097,0.7036130428314209,28,2493,,,
,,,28,2493,0.6020432114601135,0.6623958945274353,0.7310380339622498
0.5946516394615173,0.6581259369850159,0.7267297506332397,29,2579,,,
,,,29,2579,0.5950047373771667,0.6638601422309875,0.7323769927024841
0.6275941133499146,0.6533675193786621,0.7264331579208374,30,2665,,,
,,,30,2665,0.5895983576774597,0.6620298624038696,0.7331461310386658
0.6192939877510071,0.6555637121200562,0.7268773317337036,31,2751,,,
,,,31,2751,0.5935204029083252,0.6573625206947327,0.7319695949554443
